0	29584413.9306
1	33161060.6411
2	39353355.3628
3	20336493.6092
4	58557755.0672
5	15331172.1
6	49039276.7904
7	31081051.353
8	27565205.7964
9	109130414.177
10	61566329.5983
11	79972226.394
12	8783970.99943
13	24248261.3762
14	62329816.8442
15	31224514.6608
16	18003216.4633
17	205561189.261
18	43962645.5805
19	56464802.4759
20	30150167.2722
21	45525329.6765
22	36087559.4493
23	27975560.3122
24	43189624.5238
25	78222582.7624
26	31821005.1289
27	18737650.8563
28	47456981.2487
29	38137025.5565
30	26745482.775
31	14498904.0472
32	47717896.3881
33	32116123.6639
34	15502388.7623
35	24462752.1001
36	22424419.3767
37	11571010.8847
38	13253114.1233
39	22570319.3874
40	41217807.2646
41	31100490.0998
42	84943118.195
43	21536183.9598
44	54986590.6616
45	24989816.4376
46	31862983.1043
47	23248729.197
48	18354136.6135
49	8168004.21285
50	13135893.906
51	50021682.3112
52	45084490.4373
53	31444697.4051
54	30923015.6468
55	31230275.2324
56	36399856.8253
57	13067175.7244
58	105612359.627
59	418356481.655
60	216243943.17
61	182115422.553
62	31969855.0994
63	104179485.835
64	168739132.645
65	198501468.593
66	65422899.0181
67	62102318.0475
68	52449112.995
69	86119008.4841
70	78270966.1063
71	59516005.7843
72	132221659.356
73	215265853.196
74	25058387.9595
75	44304950.7911
76	48629326.8506
77	22510856.1569
78	33032249.6872
79	20874947.6465
80	20357489.0396
81	67973604.9647
82	17640237.2221
83	38424239.7188
84	15225638.4017
85	44440669.5077
86	107172017.517
87	432612908.174
88	73290685.1042
89	80888440.2537
90	88327117.4075
91	81635378.7502
92	31487384.1624
93	19877569.9254
94	21879441.5243
95	38076633.1152
96	26608670.3745
97	37446288.0498
98	1816595.13475
99	36125709.5314
100	187981083.898
101	18179822.6967
102	40273283.3442
103	23350823.6307
104	59759163.9102
105	134349863.246
106	69833324.5125
107	35974173.4712
108	14898009.5787
109	94279578.3852
110	67121582.7626
111	24419759.9325
112	37079583.8055
113	58692853.8522
114	722397469.121
115	336121715.715
116	441095712.157
117	265299152.749
118	385837713.295
119	172792158.741
120	654277054.237
121	148527372.157
122	58300130.8196
123	216791842.499
124	175027651.92
125	446523809.167
126	250858172.398
127	159629746.586
128	245899754.648
129	119332113.945
130	17988103.8355
131	58390448.5151
132	55082543.2632
133	47257343.4253
134	55948010.0089
135	62398366.5028
136	97869785.2935
137	34439590.8451
138	624471363.027
139	754110660.848
140	271469748.14
141	255272782.98
142	407737630.03
143	156036446.021
144	449500051.835
145	168247126.228
146	31488329.3416
147	61991665.4642
148	107305203.255
149	26571137.5192
150	65415079.8936
151	230460054.635
152	301964384.25
153	55575098.9621
154	98258710.176
155	95424864.8292
156	561636753.57
157	55166348.326
158	265985808.833
159	137886130.288
160	162322784.865
161	60754565.9737
162	26996210.875
163	47110793.7344
164	100579320.957
165	208013558.014
166	35084299.1668
167	298106926.126
168	108232379.735
169	148495559.712
170	210118079.496
171	76802616.7984
172	77429339.9223
173	205144721.044
174	154486200.094
175	113443260.132
176	600324282.495
177	156083140.812
178	70173345.2381
179	136172864.465
180	160755905.533
181	64713978.5301
182	30231369.2716
183	1095283905.05
184	48514646.7529
185	149800990.859
186	125850976.025
187	382462215.585
188	35754248.7785
189	42912928.9102
190	74484759.2811
191	492705248.558
192	79696419.1106
193	211242916.698
194	202850362.399
195	156823360.013
196	37906578.5622
197	13824702.6988
198	163382.598265
199	32421205.593
200	81041950.0368
201	74070121.6265
202	69341931.391
203	83287087.8463
204	13785197963.4
