0	2110525.37799	751177.684409
1	2113265.51536	747207.071707
2	2108843.21083	743008.825766
3	2108238.89904	760808.48795
4	2090598.95783	751777.42079
5	2104347.36536	761367.431428
6	2113444.4855	759695.18472
7	2117678.44984	736454.117586
8	2112571.75979	736178.995536
9	2104008.02047	724724.930123
10	2118630.29166	726032.928998
11	2097640.90186	737719.86666
12	2106004.72149	734672.063644
13	2062055.42039	739035.195538
14	2069825.10035	739432.074772
15	2074140.89337	735627.860253
16	2062668.38981	734828.878389
17	2073875.59532	754204.124002
18	2066699.68208	729491.742125
19	2060538.7099	726873.899638
20	2060632.47908	749255.770178
21	2054370.56721	744113.330236
22	2053542.29998	731895.12719
23	2111346.98128	734274.747258
24	2103657.05924	733691.036683
25	2117962.19361	744952.864465
26	2096892.54709	753657.774435
27	2101400.70397	762918.486832
28	2090048.60446	740904.255393
29	2081608.70359	736878.192249
30	2093401.26948	750793.508645
31	2112968.3148	740938.917302
32	2109963.45877	729666.331492
33	2108012.2801	756037.524659
34	2098784.2096	744100.92981
35	2094260.76471	745357.142831
36	2098916.67938	748706.759654
37	2101736.35177	750702.35277
38	2103059.35968	746944.763554
39	2107431.9354	764548.886079
40	2119330.63392	756067.289946
41	2103651.21997	768568.036396
42	2122883.38355	735714.422405
43	2089215.16916	735492.842707
44	2115673.03811	774164.409669
45	2111358.39087	768422.976374
46	2115714.69713	767910.327501
47	2108472.00309	773204.265412
48	2103159.7281	743739.791055
49	2106555.84965	747172.385083
50	2106011.30848	750299.840382
51	2102562.44389	755459.855387
52	2119774.12893	761570.673421
53	2114669.77266	779778.462499
54	2085811.11406	736599.832625
55	2077825.53315	739574.972092
56	2113809.7751	723759.583804
57	2108789.24201	767338.21704
58	2098533.22008	789023.726626
59	2095324.15512	808801.37623
60	2108012.94629	805102.946333
61	2116947.66047	794551.178001
62	2094375.14907	795806.528017
63	2109398.79422	785033.443267
64	2142573.50332	800102.5969
65	2151784.73526	774504.032574
66	2142114.88126	773765.456937
67	2048455.60351	726422.658805
68	2042819.72442	735029.325918
69	2060258.9598	717970.685915
70	2041068.76077	727760.61716
71	2053733.80446	722140.729541
72	2022717.09504	721486.673382
73	2027251.98389	730082.367483
74	2066866.14816	743446.067313
75	2071524.94706	730783.15405
76	2047813.59055	736769.276731
77	2056837.10645	733207.772604
78	2054805.30479	738678.199359
79	2060275.5173	731991.17752
80	2063712.70847	751945.872798
81	2062804.79399	756369.622455
82	2050340.8891	737979.715928
83	2060891.07478	743241.170294
84	2067177.24862	746836.88562
85	2048181.44365	749677.261382
86	2055255.13015	753118.000067
87	2062435.50011	774676.544075
88	2041811.59323	749028.595049
89	2059957.30468	690598.221549
90	2061272.7277	703062.737212
91	2053647.29841	697963.735602
92	2088649.41286	764004.660441
93	2092471.33858	770643.876391
94	2096770.76138	769780.678243
95	2101961.88548	772482.794883
96	2107971.02159	777745.651977
97	2099221.77187	780833.148424
98	2096118.30554	776556.450928
99	2097446.0457	763516.727633
100	2076623.7745	770898.452703
101	2098480.30837	774891.301794
102	2090819.68906	766771.358688
103	2103808.62747	778848.643173
104	2085919.85331	780508.219392
105	2074449.2931	787210.702302
106	2085239.92845	800240.479631
107	2091358.05041	781509.387508
108	2090500.61676	775156.907113
109	2088638.24174	790300.478009
110	2078160.43674	793635.566329
111	2086171.58303	772142.732615
112	2082944.82859	776744.721804
113	2076753.95227	779954.313836
114	2183676.88995	777727.454987
115	2203672.06362	751327.959273
116	2204894.32801	766107.392407
117	2167955.42497	753383.142603
118	2182390.46442	754511.259865
119	2188935.25716	739723.221118
120	2168994.90417	729408.738498
121	2082279.10111	749687.123026
122	2089684.9862	758924.732573
123	2073345.3284	676004.010856
124	2056260.87351	660529.847824
125	2082088.40824	658786.885967
126	2074406.87777	690087.83525
127	2067378.74159	659644.467648
128	2086987.24978	680832.772649
129	2132394.51842	766281.478304
130	2120111.28636	783087.479115
131	2122070.43506	772399.229986
132	2124091.03148	779591.835888
133	2128939.36918	769331.989302
134	2130125.51295	774555.280686
135	2134588.1536	780639.164642
136	2127455.05588	788718.450568
137	2122811.42194	788726.387321
138	2089951.61694	835532.290892
139	2117665.08597	819800.224429
140	2114731.48285	680166.583877
141	2098232.21732	691155.882095
142	2099081.91523	667882.997565
143	2107649.17048	694459.431236
144	2140057.21993	706565.580266
145	2118464.8933	718626.979819
146	2108491.03105	712349.244735
147	2114646.8019	701923.091058
148	2102199.87149	709643.011985
149	2113829.86691	710654.840465
150	2108974.02339	704462.555466
151	2131244.11703	716986.459423
152	2124567.05713	694972.801055
153	2122385.68629	750316.907296
154	2156518.65325	741928.225847
155	2133875.51013	751479.64131
156	2150587.06515	757238.212972
157	2128277.82102	752060.565665
158	2149157.80115	727856.813734
159	2131807.5947	738966.683753
160	2143520.21645	739289.155257
161	2130754.43406	730446.153468
162	2125450.05942	757705.739708
163	2131611.32446	761452.436458
164	2093100.19874	727833.991402
165	2072456.17324	705567.958357
166	2069204.44445	722835.670506
167	2089893.56339	715441.177965
168	2066800.38965	713613.980784
169	2085641.53279	724948.53015
170	2084140.5962	701628.858353
171	2075775.42894	725654.046128
172	2145168.41207	817814.660952
173	2144144.84693	787123.709187
174	2136067.71092	818204.346047
175	2153452.40436	812745.043805
176	2167015.23511	792573.574517
177	2152676.33329	795627.911812
178	2139172.64575	806844.918296
179	2061710.12593	678398.529344
180	2052571.77466	671921.663299
181	2053611.2828	687555.427604
182	2034573.27018	720937.346098
183	2019706.22058	695417.397533
184	2047824.04665	696417.651574
185	2052265.47696	711361.925321
186	2039584.42223	715243.90453
187	2039609.02638	695684.360999
188	2132450.1144	801604.649043
189	2132367.82438	806722.499087
190	2131448.21418	795044.096237
191	2037858.72522	674161.441332
192	2029854.63467	763240.832487
193	2028020.99208	742334.794289
194	2049052.09335	764558.624488
195	2040392.4133	760992.267703
196	2040609.67833	740931.979581
197	2103586.05309	740872.697909
198	2104140.13853	740731.410376
199	2094489.05253	776533.031735
200	2035222.01655	748026.47816
201	2031495.28198	754646.952324
202	2137989.0623	721627.857593
203	2157585.69792	803001.84382
204	2211083.00999	849778.284287
