0	2363054473.43
1	1099658956.38
2	1575622071.03
3	1168051079.37
4	2856767361.64
5	1221521473.86
6	3010088166.78
7	155199091.811
8	881403082.266
9	306823936.757
10	1315347778.75
11	937055298.773
12	897484600.644
13	269816497.64
14	162974998.064
15	3566674417.5
16	309347220.654
17	997970235.589
18	207791995.053
19	916904447.321
20	1154889886.81
21	770087535.805
22	147519308.049
23	174226558.816
24	422174978.699
25	776990253.048
26	79792771.4182
27	313008157.1
28	42256956.2685
29	727337772.587
30	68980109.158
31	53064378.0604
32	30101906.457
33	88193669.3402
34	34898070.4829
35	41307582.7496
36	33636701.3241
37	55561450.3925
38	92095670.0143
39	28237022.4517
40	70856970.9747
41	22667960.665
42	133519366.5
43	44140927.9156
44	124061391.348
45	28487314.699
46	87972281.255
47	48192211.0456
48	29998916.4548
49	37990632.8888
50	146665204.667
51	61816811.1309
52	1524443269.18
53	236795936.777
54	232054614.992
55	312136823.067
56	64264403.1709
57	455796731.512
58	38857078.7859
59	178601381.996
60	108549964.239
61	518700105.846
62	1075134523.33
63	118475087.494
64	2600724564.01
65	454825980.49
66	114166419.822
67	82496037.9079
68	117238171.624
