0	805
1	603
2	804
3	401
4	112
5	021
6	066
7	061
8	082
9	014
10	304
11	601
12	013
13	043
14	607
15	604
16	063
17	704
18	301
19	302
20	505
21	305
22	403
23	507
24	205
25	203
26	902
27	402
28	506
29	303
30	703
31	042
32	091
33	092
34	032
35	031
36	054
37	055
38	051
39	133
40	073
41	067
42	101
43	707
44	705
45	053
46	075
47	808
48	131
49	404
50	015
51	074
52	062
53	501
54	502
55	072
56	132
57	034
58	081
59	908
60	052
61	906
62	071
63	602
64	123
65	807
66	809
67	111
68	909
69	904
70	064
71	207
72	083
73	033
74	122
75	801
76	907
77	201
78	709
79	905
80	903
81	901
82	701
83	806
84	708
85	706
86	802
87	803
88	065
89	702
90	011
91	605
92	206
93	306
94	204
95	405
96	504
97	068
98	606
99	503
100	012
101	197
