0	28326683.5154
1	43412117.3399
2	27810265.0875
3	40743879.8765
4	50291398.2322
5	99377963.7245
6	28896045.8692
7	37479847.6142
8	84358505.692
9	26182566.853
10	55924438.5066
11	39399898.2615
12	529378908.398
13	847001373.521
14	40629272.0398
15	65604966.0982
16	520197238.819
17	59920722.0975
18	1348260420.19
19	37111262.7665
20	85639552.2836
21	849306022.004
22	75400026.8363
23	49138336.6609
24	16174698.5372
25	20864265.3614
26	11480146.0562
27	16410277.0516
28	46340986.2941
29	22414139.2465
30	33113526.3369
31	41892337.7021
32	22275630.1957
33	514201439.629
34	961035231.397
35	851774310.269
36	258723944.498
37	47377268.2919
38	36140132.6274
39	36777243.8216
40	34639366.8426
41	63161599.2217
42	56363912.886
43	55052541.0591
44	130295901.001
45	158328790.21
46	64219202.9429
47	36537567.3982
48	1124810080.63
49	1968419907.24
50	1342331856.24
51	87518064.4828
52	634433724.511
53	198092205.707
54	74497507.7643
55	70233126.888
56	37312836.4559
57	137229414.802
58	54641083.7206
59	34893387.1841
60	81757317.1156
61	44836404.5861
62	34791912.6436
63	73522001.7756
64	42374714.715
65	50439857.3925
66	148146299.383
67	49237053.5802
68	69107058.2233
69	45087416.6249
70	334198164.819
71	285872222.885
72	99240019.7588
73	58654409.3945
74	78641259.9074
75	415048335.564
76	2069021706.19
