0	2011404.9077	462397.452996
1	2022628.58896	472608.284052
2	2015029.92063	475399.111973
3	2010038.55352	473133.507436
4	2009595.56412	479684.067893
5	1989005.68156	473414.600354
6	2002008.39333	488899.350054
7	2005661.74226	490419.768104
8	2011837.29177	490627.799402
9	2000111.68708	481922.915515
10	2019089.05713	486372.433884
11	2010995.25084	467871.721328
12	2078966.88499	487376.62595
13	2054810.01717	492715.297987
14	2003816.47926	463190.71446
15	2018741.88873	480791.357503
16	2052755.81245	433510.37482
17	1997025.95091	487983.569828
18	2064719.50994	535540.621769
19	2005271.7849	482771.546653
20	2022445.46235	492532.473496
21	2037758.73047	411892.346514
22	2039029.94094	478988.058762
23	2036974.66414	485884.602831
24	2031833.76857	476913.095991
25	2027837.47042	474028.767037
26	2027559.93039	477408.46768
27	2024301.08377	464961.88115
28	2023937.04642	468707.188043
29	2021613.50383	476297.000978
30	2031084.14003	487406.396618
31	2028290.95051	484100.47326
32	2026392.02898	481781.906451
33	2035754.44366	524218.72717
34	2099279.13802	525931.85957
35	2079299.19189	507706.130144
36	2048540.3407	463773.254809
37	2030711.3117	465374.767948
38	2016902.1446	467144.027448
39	2019204.49675	462423.074278
40	2017790.00245	457482.484763
41	2011928.06003	444334.803177
42	2004166.25496	458394.409363
43	2012865.7531	455239.857979
44	1997205.1458	452028.072532
45	1992146.35615	445991.718677
46	2004868.28152	443137.687403
47	2005208.5197	467463.375761
48	2088982.44359	460417.78451
49	2112851.71762	418836.228608
50	2073516.30538	422057.466317
51	2036623.50075	471237.52823
52	2064974.92396	462879.782823
53	2005962.19735	526985.676609
54	2008603.10831	518991.930455
55	2033170.06666	508707.034815
56	2032856.78285	503196.298973
57	2040126.48201	500973.143627
58	2023187.08373	496876.531278
59	2026721.04976	505412.355854
60	2032436.22304	495066.965077
61	1977115.69355	474701.296116
62	1984272.02436	479142.341673
63	1980568.44877	470142.256116
64	1998645.59072	478751.779733
65	2001596.8666	472831.227518
66	1985863.55853	462248.678024
67	1996852.28385	464403.683992
68	2002495.97149	454123.575335
69	1995083.34162	471743.744914
70	2025328.39882	431528.907577
71	2008633.63125	434203.717866
72	2023201.89824	455760.361376
73	2025793.6665	450568.970581
74	2019831.94609	444403.556737
75	2038479.48845	450692.303948
76	1994491.19011	507141.052206
