0	32496243.2755
1	37624859.9581
2	23037673.7246
3	116825978.792
4	410240613.075
5	847003899.419
6	150383369.127
7	84974070.4756
8	238804867.212
9	139345933.997
10	57179131.3794
11	22953808.6279
12	130550028.259
13	254147499.6
14	31240651.2412
15	38280214.5811
16	235048115.994
17	18280200.4422
18	13441747.3475
19	31679121.66
20	76887275.4306
21	33888015.0617
22	33675003.4597
23	153564877.655
24	17053452.3303
25	15140071.6683
26	15305559.4339
27	21826140.8055
28	51068341.0657
29	11775409.0522
30	12572245.1926
31	214261894.571
32	508695019.76
33	326200178.934
34	238030953.732
35	247413799.118
36	101601264.476
37	129659653.778
38	103115786.079
39	403225115.751
40	502851355.548
41	47110037.6331
42	101814821.949
43	28480041.1249
44	70744373.0238
45	137462305.773
46	115064376.222
47	37785009.6204
48	165132609.837
49	26141790.2049
50	192729876.898
51	86434144.6607
52	69972700.521
53	53935061.2024
54	29846074.0231
55	181175152.134
56	269527440.087
57	156117411.018
58	188280668.263
59	67227953.924
60	48579716.3852
61	64500088.3945
62	83438687.0314
63	77036314.9535
64	74085400.7213
65	29035638.1766
66	59844921.5443
67	509889427.117
68	32282639.7145
69	43010366.2842
70	31041718.2093
71	76941460.2694
72	117617444.601
73	157854508.824
74	263284242.317
75	28234698.4914
76	37671588.2855
77	62615850.2473
78	155495101.664
79	42006322.6803
80	48880412.6807
81	25323111.5644
82	23801998.3236
83	37403284.9069
84	104131973.857
85	21265858.846
86	30986364.9856
87	25280794.598
88	97769987.1089
89	20497432.6775
90	122616272.012
91	72798622.1656
92	56101337.2986
93	47422911.5237
94	45558757.1161
95	36163888.2857
96	27757337.488
97	104163334.492
98	29398070.5826
99	32410067.4842
100	344527637.174
101	7443648805.37
