0	3	10138.9284268
0	14	1818.2009732
0	2	14422.3596283
0	13	3907.61794803
0	16	3754.41955945
1	9	5532.35064633
1	11	2376.01800071
1	13	1650.18542017
1	24	11246.0915798
1	5	7305.23589508
2	8	4550.75103154
2	13	5056.68338601
2	0	14422.3596283
2	26	12450.4626971
2	16	11343.3533963
3	4	11659.0967523
3	20	124.941862826
3	18	10186.2038319
3	14	4444.07473692
3	0	10138.9284268
3	16	9359.90010076
4	3	11659.0967523
4	20	16709.511976
4	15	1467.55213858
4	14	9278.69387059
5	9	3490.53624042
5	25	4248.05354721
5	24	4458.78986176
5	21	5819.02653021
5	1	7305.23589508
6	18	39715.5540042
6	16	21817.9620022
6	17	9960.64944575
-1	6	70830.9643503
7	16	1872.2571783
7	17	22467.2950834
7	32	28215.1529714
-1	7	11883.2232241
8	2	4550.75103154
8	13	4737.67528361
8	26	13687.0736901
8	27	13651.1887759
8	28	6748.67754542
8	24	13452.3336651
9	15	7086.00241591
9	11	7819.82233535
9	14	2540.79537633
9	5	3490.53624042
9	21	1718.04667003
9	1	5532.35064633
10	27	14628.9375243
10	29	29115.4362537
10	12	49326.2838787
10	32	6176.45990137
-1	10	46556.4879152
11	9	7819.82233535
11	14	4740.8543112
11	13	8299.07956628
11	1	2376.01800071
12	26	7123.9473561
12	27	9764.360275
12	10	49326.2838787
12	32	24465.3784067
13	11	8299.07956628
13	14	1402.28430331
13	8	4737.67528361
13	2	5056.68338601
13	0	3907.61794803
13	1	1650.18542017
14	4	9278.69387059
14	3	4444.07473692
14	9	2540.79537633
14	11	4740.8543112
14	13	1402.28430331
14	0	1818.2009732
15	4	1467.55213858
15	20	4894.85832955
15	9	7086.00241591
15	22	3434.93551054
15	21	4655.63919679
16	3	9359.90010076
16	18	17376.441308
16	2	11343.3533963
16	0	3754.41955945
16	26	9379.71293642
16	7	1872.2571783
16	6	21817.9620022
16	17	27678.4898203
16	32	28349.9633489
17	7	22467.2950834
17	6	9960.64944575
17	16	27678.4898203
-1	17	15772.8758839
18	3	10186.2038319
18	20	13084.5411897
18	19	40969.0344353
18	6	39715.5540042
18	16	17376.441308
-1	18	22819.2011974
19	20	9601.15953732
19	23	38552.6828811
19	18	40969.0344353
-1	19	61731.1692093
20	4	16709.511976
20	3	124.941862826
20	23	7752.15521156
20	18	13084.5411897
20	19	9601.15953732
20	15	4894.85832955
20	22	6816.33138067
21	9	1718.04667003
21	15	4655.63919679
21	35	2542.87167438
21	22	5947.90423661
21	25	3401.50739503
21	5	5819.02653021
22	20	6816.33138067
22	23	252.082631885
22	15	3434.93551054
22	35	5770.10528571
22	21	5947.90423661
23	34	20139.9259478
23	20	7752.15521156
23	19	38552.6828811
23	36	9534.27998762
23	35	6820.84492987
23	22	252.082631885
-1	23	5768.77221843
24	8	13452.3336651
24	28	17715.8071365
24	25	10866.2942394
24	5	4458.78986176
24	1	11246.0915798
25	34	4406.82191692
25	35	15042.8054128
25	28	23238.6311466
25	24	10866.2942394
25	5	4248.05354721
25	21	3401.50739503
-1	25	12902.323554
26	8	13687.0736901
26	2	12450.4626971
26	27	10931.1107597
26	12	7123.9473561
26	16	9379.71293642
26	32	4782.21846939
27	8	13651.1887759
27	26	10931.1107597
27	29	30940.2827885
27	10	14628.9375243
27	12	9764.360275
27	30	3702.23413286
27	28	22635.2792354
28	8	6748.67754542
28	27	22635.2792354
28	30	32007.8160471
28	25	23238.6311466
28	24	17715.8071365
-1	28	28881.2236041
29	27	30940.2827885
29	31	95967.6556975
29	10	29115.4362537
29	30	22341.398749
-1	29	10079.0819302
30	27	3702.23413286
30	29	22341.398749
30	31	16598.1686785
30	28	32007.8160471
-1	30	77353.6178073
31	29	95967.6556975
31	30	16598.1686785
-1	31	75564.0491023
32	26	4782.21846939
32	10	6176.45990137
32	7	28215.1529714
32	12	24465.3784067
32	16	28349.9633489
-1	32	9559.5483752
33	34	1009.40798622
33	36	7466.67550054
33	35	2590.20705073
34	23	20139.9259478
34	36	14051.1017374
34	35	394.328335341
34	25	4406.82191692
34	33	1009.40798622
-1	34	19938.142686
35	34	394.328335341
35	23	6820.84492987
35	36	20998.2501282
35	22	5770.10528571
35	25	15042.8054128
35	33	2590.20705073
35	21	2542.87167438
36	34	14051.1017374
36	23	9534.27998762
36	35	20998.2501282
36	33	7466.67550054
