0	1	41284.9358865
0	14	44723.4260815
0	16	44761.031076
0	3	41318.0891237
1	0	41284.9358865
1	2	40454.5901973
1	16	39683.6640141
-1	1	41587.3294411
2	8	20851.3347623
2	1	40454.5901973
2	14	22099.4274162
2	15	61793.7486916
-1	2	58178.0549237
3	0	41318.0891237
3	16	26927.8829957
3	4	17605.2332905
3	6	31569.8939632
3	5	9120.4050174
3	11	52674.5983081
-1	3	21405.2376876
4	15	4739.6423626
4	7	105070.054301
4	5	3212.32167365
4	3	17605.2332905
4	11	46011.8381753
-1	4	62291.8953497
5	4	3212.32167365
5	7	36719.2703994
5	6	46551.5777957
5	3	9120.4050174
-1	5	31767.6544968
6	5	46551.5777957
6	3	31569.8939632
-1	6	51657.0818263
7	4	105070.054301
7	5	36719.2703994
-1	7	37233.1209049
8	2	20851.3347623
8	12	24437.0660785
8	14	31755.4978496
8	15	44069.6702003
8	9	14360.8674908
9	8	14360.8674908
9	12	18076.8439867
9	15	15837.7539664
9	11	28341.6935017
10	12	10312.051777
10	13	5642.6332997
10	11	26230.8730172
11	13	1855.4372594
11	14	14647.7483364
11	15	30251.3667209
11	4	46011.8381753
11	3	52674.5983081
11	9	28341.6935017
11	10	26230.8730172
12	8	24437.0660785
12	13	12839.288052
12	9	18076.8439867
12	10	10312.051777
13	12	12839.288052
13	14	27277.1500048
13	10	5642.6332997
13	11	1855.4372594
14	0	44723.4260815
14	8	31755.4978496
14	2	22099.4274162
14	13	27277.1500048
14	11	14647.7483364
15	8	44069.6702003
15	2	61793.7486916
15	17	104860.49385
15	4	4739.6423626
15	9	15837.7539664
15	11	30251.3667209
-1	15	128475.924653
16	0	44761.031076
16	1	39683.6640141
16	3	26927.8829957
-1	16	313498.706399
17	15	104860.49385
-1	17	394809.577619
