0	1848459388.21
1	1653013590.88
2	1886154098.19
3	2095808829.76
4	1176122020.86
5	794887018.29
6	725044286.024
7	1075191365.92
8	997307026.876
9	282533340.57
10	36898051.091
11	1445476216.18
12	50421645.3345
13	41938306.4975
14	848723914.087
15	7523061156.1
16	11266625748.1
17	12373139201.5
