0	P21
1	P17
2	P06
3	P08
4	P19
5	P11
6	P13
7	P05
8	P10
9	P04
10	P03
11	P15
12	P09
13	P20A
14	P22A
15	P07
16	P18
17	P23
18	P14
19	P12
20	29
21	07
22	19
23	05A
24	38
25	40
26	37
27	15
28	20
29	36
30	02
31	26A
32	35
33	41
34	39
35	32A
36	03
37	01
38	10
39	33
40	28
41	22
42	24
43	25
44	04
45	23
46	16
47	17
48	13
49	12
50	14
51	08
52	18A
53	09
54	34
55	P01A
56	P02B
57	P24
58	P25B
59	21
60	P16B
61	P26B
62	11A
63	11
64	30
65	141
