0	537753999.298
1	1103744032.98
2	583878865.572
3	815381857.728
4	82486738.8674
5	642273706.292
6	686502782.859
7	581857598.647
8	1304048554.22
9	396173586.247
10	936499690.421
11	2125011385.9
12	819870189.644
13	65859420.5368
14	658310367.409
15	1182639005.78
16	586482961.534
17	647733006.788
18	2237048629.99
19	804981182.199
20	1061261350.27
21	539146784.47
22	1239459584.45
23	970317962.069
24	634985848.36
25	644449146.23
26	1217978611.16
27	101405827.426
28	941694456.352
29	513810828.912
30	1034458307.83
31	530518583.751
32	626804854.648
33	2007609148.3
34	1220021609.54
35	1603224281.66
36	704060661.682
37	1181395926.86
38	656906310.238
39	288678987.326
40	535196908.745
41	321550523.845
42	639851966.642
43	485016624.417
44	497505928.134
45	667945425.137
46	48432801.8678
47	113503275.045
48	56330365.8015
49	206887720.867
50	87326388.9914
51	1068280517.26
52	30953118.5666
53	917696417.27
54	961546502.055
55	2012423646.1
56	3097476808.48
57	1049515335.47
58	1076779591.39
59	752999961.954
60	1496141044.23
61	1055817636.93
62	241024156.35
63	196790867.732
64	961259738.726
65	26002207620.9
