0	050
1	051
2	052
3	054
4	055
5	219
6	222
7	150
8	223.1
9	224
10	226
11	227
12	230
13	231
14	232
15	233
16	056
17	057
18	058
19	059
20	060
21	061
22	234
23	237
24	238.1
25	151
26	239
27	062
28	063
29	064
30	065
31	066
32	145
33	241
34	242
35	208
36	243
37	220
38	235
39	204.1
40	149
41	202
42	127
43	206
44	067
45	068
46	069
47	070
48	071
49	072
50	073
51	006
52	001
53	002
54	003
55	004
56	005
57	007
58	074
59	075
60	076
61	122
62	077
63	225
64	228
65	147
66	008
67	009
68	010
69	011
70	012
71	013
72	014
73	078.1
74	079
75	080
76	081
77	082
78	083
79	084
80	108
81	085
82	093
83	086
84	088
85	089
86	090
87	091
88	092
89	094
90	015
91	016
92	017
93	018
94	019
95	095
96	096
97	217
98	097
99	098
100	020
101	021
102	022
103	023
104	053
105	024
106	099
107	100
108	101
109	102
110	103
111	104
112	105
113	106
114	146
115	107.1
116	040
117	025
118	026
119	027
120	028
121	109
122	110
123	111
124	112
125	113
126	114
127	115
128	116
129	117
130	118
131	119
132	030
133	031
134	032
135	033
136	034
137	035
138	120
139	121
140	123
141	124
142	125
143	126
144	128
145	129
146	087
147	036
148	037
149	038
150	039
151	041
152	042
153	043
154	130
155	131
156	132
157	133
158	134
159	135
160	136
161	138
162	148
163	045
164	046
165	047
166	048
167	049
168	139.1
169	140
170	144
171	141
172	142
173	143
174	240
175	200
176	201
177	203
178	205
179	207
180	209
181	210
182	211
183	212
184	213
185	214
186	215
187	216
188	218
189	029
190	044
191	137
192	236
193	221
194	229
