0	802126843.018
1	253711810.226
2	84369726.0073
3	243743217.486
4	40503398.0911
5	774066857.431
6	1173815731.13
7	1412943459.0
8	430418927.514
9	131529512.509
10	147984970.443
11	152346458.832
12	211122828.461
13	93011467.6946
14	902536292.96
15	49609826.6221
16	1607844969.76
17	185419557.167
18	124221514.929
19	62614704.8565
20	22519350.6504
21	36769657.8596
22	113165905.106
23	456184422.18
24	528840938.045
25	125382231.455
26	343010316.431
27	127502990.267
28	220752582.795
29	143191509.999
30	56120286.2969
31	752347738.665
32	307850096.814
33	157341103.531
34	434037727.999
35	391533506.978
36	24090408.2493
37	60367168.7838
38	24660320.3478
39	28548608.5156
40	486633997.437
41	485116586.696
42	143940459.926
43	92915786.0597
44	84917160.673
45	177566962.671
46	1244271220.21
47	1221262364.6
48	54652047.6664
49	201925263.472
50	137957247.908
51	255389867.476
52	14969828734.1
