0	1502498.32182	409556.336075
1	1483597.16976	443496.747602
2	1496535.12852	478452.433545
3	1511373.95809	453465.584231
4	1535055.49456	447076.31299
5	1557315.59412	430807.539801
6	1534861.94899	407214.733906
7	1582237.95932	405062.041055
8	1529069.71375	517447.981187
9	1490735.4539	476287.55224
10	1505380.44361	482377.993774
11	1526317.3682	470955.337247
12	1516408.86798	495637.364556
13	1492517.33805	488977.806766
14	1550325.40321	510638.60446
15	1516550.81259	506558.696578
16	1592241.85591	503524.55502
17	1472212.64948	433487.845355
18	1501204.14436	461913.03831
19	1503182.08591	472353.845672
20	1510966.46945	489804.129764
21	1539694.77146	452987.6877
22	1513424.17295	484181.635299
23	1498934.34402	439447.626649
24	1517709.70572	434238.153118
25	1506650.90931	499041.092588
26	1534357.46558	434274.552178
27	1518614.57947	458293.26643
28	1517857.73442	466894.682458
29	1547776.83405	453833.654167
30	1533632.19872	457981.853101
31	1563484.76701	471635.37414
32	1540411.43994	470938.891734
33	1564003.79302	453241.628335
34	1553170.82151	491448.752909
35	1531220.11847	487523.644515
36	1533527.53852	451969.872449
37	1541707.06394	446041.978478
38	1509321.38436	505927.734768
39	1501186.25941	477174.653794
40	1477740.04139	402952.85088
41	1476372.88478	420150.37702
42	1468209.12712	444955.711707
43	1456451.47184	462996.392851
44	1463697.52982	463146.317027
45	1464517.67262	453239.190771
46	1588371.83438	436419.925696
47	1595062.50253	470001.664709
48	1590034.21611	452965.866017
49	1489103.751	459732.729709
50	1482108.47281	474090.829445
51	1474547.62015	464041.236707
52	1669682.64812	447218.22333
